year,id,pref_jp,pref_en,a_len,pop,im_rate,em_rate,did,treat,income,cult,college,jcollege,spec,hedu,gexp,start,gap,pre11,pre10,pre9,pre8,pre7,pre6,pre5,pre4,pre3,pre2,pre1,current,post1,post2,post3,post4,post5,post6,post7,post8,post9
2013,34,広 島 県,Hiroshima-ken,309.9,284,1.62,1.72,0,0,3060,8579.5,0.74,0.21,2.82,3.77,782.9,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,35,山 口 県,Yamaguchi-ken,257,142,1.6,1.83,0,0,3125,11396.5,0.7,0.35,2.89,3.94,936.2,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,36,徳 島 県,Tokushima-ken,105.2,77,1.29,1.51,0,0,2878,8548.2,0.52,0.39,2.34,3.25,1107.9,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,37,香 川 県,Kagawa-ken,88,99,1.83,1.94,0,0,2798,7916.6,0.41,0.2,2.54,3.15,842.2,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,38,愛 媛 県,Ehime-ken,185.6,141,1.27,1.5,0,0,2543,10371.5,0.36,0.36,3.06,3.78,885.3,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,39,高 知 県,Kochi-ken,97.6,75,1.3,1.54,0,0,2447,9588.4,0.4,0.27,3.36,4.03,1200.3,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,40,福 岡 県,Fukuoka-ken,130.3,509,1.97,1.86,1,1,2831,13746.1,0.67,0.39,3.36,4.42,791.9,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,41,佐 賀 県,Saga-ken,77.8,84,1.87,2.07,1,1,2513,21387.6,0.24,0.36,3.57,4.17,988.6,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,42,長 崎 県,Nagasaki-ken,46.2,140,1.64,2.06,0,0,2419,12982.3,0.72,0.14,2.93,3.79,1024.5,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,43,熊 本 県,Kumamoto-ken,111.9,180,1.6,1.75,1,1,2422,17317.4,0.5,0.11,2.89,3.5,925.4,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,44,大 分 県,Oita-ken,155.9,118,1.6,1.82,0,0,2559,12247.2,0.42,0.42,3.74,4.58,954.9,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,45,宮 崎 県,Miyazaki-ken,194.8,112,1.72,1.96,0,0,2407,14955,0.63,0.18,2.95,3.76,1004.6,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,46,鹿児島県,Kagoshima-ken,105.1,168,1.65,1.88,0,0,2399,15620.6,0.36,0.3,2.74,3.4,995.6,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,47,沖 縄 県,Okinawa-ken,57.3,142,1.73,1.73,0,0,2102,18007.1,0.57,0.14,3.75,4.46,1005.9,,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,北 海 道,Hokkaido,684,540,0.86,1.03,0,1,2560,224205.6,0.69,0.31,3.24,4.24,1035.3,2016,-2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,2,青 森 県,Aomori-ken,100,132,1.35,1.84,1,1,2405,28555.6,0.76,0.38,2.35,3.49,1076.9,2010,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,3,岩 手 県,Iwate-ken,289.4,128,1.39,1.64,0,0,2716,19835.8,0.39,0.39,2.65,3.43,1569.1,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,宮 城 県,Miyagi-ken,154.9,233,2.1,2,0,0,2807,19807.1,0.6,0.17,2.79,3.56,1341.8,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,秋 田 県,Akita-ken,203.2,104,1.12,1.55,0,0,2467,24928.7,0.68,0.48,2.41,3.57,1186.2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6,山 形 県,Yamagata-ken,162.7,113,1.18,1.49,0,0,2589,22850.9,0.53,0.27,1.95,2.75,999.3,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,福 島 県,Fukushima-ken,394.1,194,1.4,1.51,0,0,2861,14958.9,0.41,0.26,2.84,3.51,1777.7,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,茨 城 県,Ibaraki-ken,192.7,292,1.51,1.67,0,0,3088,16692.3,0.31,0.1,2.26,2.67,788.9,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,栃 木 県,Tochigi-ken,173,198,1.54,1.63,0,0,3204,19428.9,0.45,0.3,2.93,3.68,783.6,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,群 馬 県,Gumma-ken,177.8,198,1.34,1.46,0,0,3092,12680.8,0.66,0.4,3.49,4.55,803.1,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,埼 玉 県,Saitama-ken,138.5,724,2.18,1.97,0,0,2903,10554.2,0.4,0.18,1.52,2.1,572.3,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,千 葉 県,Chiba-ken,127.4,620,2.21,2.08,0,0,2970,17269,0.44,0.16,1.58,2.18,613.9,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,13,東 京 都,Tokyo-to,49.3,1339,3.02,2.48,0,0,4512,5565.3,1.04,0.32,3.05,4.41,871.4,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,14,神奈川県,Kanagawa-ken,50.9,910,2.24,2.1,0,0,2929,7036.7,0.32,0.18,1.21,1.71,582.5,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,15,新 潟 県,Niigata-ken,379.5,231,0.94,1.18,0,1,2697,18691.7,0.78,0.22,3.42,4.42,1133.8,2015,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,16,富 山 県,Toyama-ken,133.2,107,1.11,1.21,0,1,3185,19909.6,0.47,0.19,2.8,3.46,971.8,2015,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,17,石 川 県,Ishikawa-ken,67,116,1.47,1.52,0,1,2947,16053.9,1.04,0.43,3.11,4.58,936.4,2015,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,18,福 井 県,Fukui-ken,158.7,79,1.02,1.3,0,0,2973,14751.3,0.63,0.25,2.66,3.54,1063,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,19,山 梨 県,Yamanashi-ken,139.9,84,1.43,1.74,0,0,2797,6656.7,0.83,0.36,2.73,3.92,1059.5,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,20,長 野 県,Nagano-ken,316.5,211,1.22,1.38,0,1,2821,9367.9,0.38,0.43,2.94,3.75,905.2,2015,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,21,岐 阜 県,Gifu-ken,234.6,204,1.24,1.44,0,0,2717,8082.5,0.59,0.54,1.76,2.89,781.6,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,22,静 岡 県,Shizuoka-ken,210.5,371,1.32,1.51,0,0,3220,9746.3,0.38,0.13,2.62,3.13,685.8,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,23,愛 知 県,Aichi-ken,181.8,746,1.47,1.38,0,0,3527,9211.2,0.68,0.3,2.4,3.38,687.9,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,24,三 重 県,Mie-ken,189.3,183,1.44,1.6,0,0,3144,11574.8,0.38,0.16,2.36,2.9,773.7,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,25,滋 賀 県,Shiga-ken,161.4,142,1.73,1.8,0,0,3126,14659.7,0.56,0.21,1.91,2.68,759.4,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,26,京 都 府,Kyoto-fu,55.1,261,2.05,2.09,0,0,3028,8758.6,1.3,0.54,2.49,4.33,833,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,27,大 阪 府,Osaka-fu,114.6,884,1.69,1.69,0,0,3013,5083.5,0.65,0.31,2.56,3.52,758.5,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,28,兵 庫 県,Hyogo-ken,267.5,554,1.56,1.69,0,0,2844,7895.4,0.7,0.31,1.64,2.65,787.4,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,29,奈 良 県,Nara-ken,17.8,138,1.72,1.94,0,0,2534,7702.3,0.8,0.29,2.76,3.85,748.1,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,30,和歌山県,Wakayama-ken,59.6,97,1.18,1.48,0,0,2798,10118.6,0.31,0.1,2.37,2.78,1077,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,31,鳥 取 県,Tottori-ken,51.8,57,1.56,1.76,0,0,2330,10891,0.35,0.17,3.83,4.35,1162.9,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,32,島 根 県,Shimane-ken,128,70,1.44,1.67,0,0,2440,9552.3,0.29,0.14,3.01,3.44,1400.5,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,33,岡 山 県,Okayama-ken,276.8,192,1.5,1.52,0,0,2711,9088.7,0.88,0.52,2.91,4.31,817.8,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,34,広 島 県,Hiroshima-ken,329.9,283,1.59,1.68,0,0,3145,8519.2,0.71,0.21,2.82,3.74,791.4,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,35,山 口 県,Yamaguchi-ken,257,141,1.57,1.83,0,0,3126,11303.9,0.71,0.36,2.98,4.05,928,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,36,徳 島 県,Tokushima-ken,116.1,76,1.24,1.43,0,0,2905,8492.3,0.52,0.39,2.36,3.27,1132.9,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,37,香 川 県,Kagawa-ken,88,98,1.76,1.88,0,0,2890,7841.2,0.41,0.2,2.75,3.36,865.6,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,38,愛 媛 県,Ehime-ken,185.6,140,1.25,1.5,0,0,2520,10192.3,0.36,0.36,2.87,3.59,893.2,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,39,高 知 県,Kochi-ken,97.6,74,1.22,1.52,0,0,2530,9554.7,0.41,0.27,3.39,4.07,1193,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,40,福 岡 県,Fukuoka-ken,145.4,509,1.9,1.82,1,1,2759,13697.7,0.67,0.39,3.38,4.44,800.4,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,41,佐 賀 県,Saga-ken,77.8,84,1.79,2.07,1,1,2509,21268.1,0.24,0.36,3.71,4.31,1010.2,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,42,長 崎 県,Nagasaki-ken,46.2,139,1.62,2.04,0,0,2354,12879.1,0.72,0.14,2.96,3.82,1038.6,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,43,熊 本 県,Kumamoto-ken,111.9,179,1.54,1.7,1,1,2395,17197.8,0.5,0.11,2.9,3.51,918.2,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,44,大 分 県,Oita-ken,190.6,117,1.55,1.78,0,0,2583,12204.3,0.43,0.43,3.93,4.79,938.1,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,45,宮 崎 県,Miyazaki-ken,194.8,111,1.65,1.94,0,0,2381,14889.5,0.63,0.18,2.78,3.59,1000.7,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,46,鹿児島県,Kagoshima-ken,122.9,167,1.57,1.84,0,0,2389,15543.8,0.36,0.3,2.76,3.42,996.6,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,47,沖 縄 県,Okinawa-ken,57.3,142,1.71,1.72,0,0,2129,17960.7,0.56,0.14,3.73,4.43,1036.5,,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,北 海 道,Hokkaido,710,538,0.88,1.05,0,1,2589,258141.5,0.69,0.32,3.18,4.19,1043.4,2016,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,2,青 森 県,Aomori-ken,100,131,1.35,1.86,1,1,2462,34233.3,0.76,0.38,2.29,3.43,1071.1,2010,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2015,3,岩 手 県,Iwate-ken,299.2,128,1.38,1.7,0,0,2760,22859.6,0.39,0.39,2.81,3.59,1566.1,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,宮 城 県,Miyagi-ken,154.9,233,2.07,2.07,0,0,2987,24718.2,0.6,0.17,2.79,3.56,1321.9,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,5,秋 田 県,Akita-ken,203.2,102,1.14,1.58,0,0,2420,30480.3,0.68,0.49,2.44,3.61,1177.1,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,山 形 県,Yamagata-ken,162.7,112,1.17,1.54,0,0,2677,26198.5,0.53,0.27,1.96,2.76,1017.6,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,7,福 島 県,Fukushima-ken,394.1,191,1.47,1.6,0,0,2941,19113.9,0.42,0.26,2.87,3.55,1752.6,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,8,茨 城 県,Ibaraki-ken,192.7,292,1.56,1.72,0,0,3079,19491.8,0.31,0.1,2.23,2.64,802.9,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,9,栃 木 県,Tochigi-ken,173,197,1.56,1.7,0,0,3481,22454.3,0.46,0.3,3.04,3.8,807.3,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,10,群 馬 県,Gumma-ken,177.8,197,1.37,1.48,0,0,3145,14355.9,0.66,0.41,3.55,4.62,821.6,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,11,埼 玉 県,Saitama-ken,138.5,727,2.23,2.05,0,0,2977,11888.8,0.41,0.18,1.47,2.06,574,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,12,千 葉 県,Chiba-ken,127.4,622,2.3,2.13,0,0,2920,20243.9,0.43,0.16,1.57,2.16,627.4,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,13,東 京 都,Tokyo-to,49.3,1352,3.15,2.55,0,0,5378,6353.6,1.01,0.29,2.99,4.29,897.8,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,14,神奈川県,Kanagawa-ken,50.9,913,2.31,2.16,0,0,2986,7983.1,0.33,0.18,1.22,1.73,594.7,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,15,新 潟 県,Niigata-ken,379.5,230,0.95,1.24,1,1,2778,21924,0.78,0.22,3.52,4.52,979.9,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,16,富 山 県,Toyama-ken,133.2,107,1.18,1.27,1,1,3373,24708,0.47,0.19,2.72,3.38,928,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,17,石 川 県,Ishikawa-ken,67,115,1.55,1.58,1,1,2949,19964.9,1.04,0.43,3.21,4.68,915.4,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,18,福 井 県,Fukui-ken,158.7,79,1.08,1.36,0,0,3196,17751,0.64,0.25,2.8,3.69,1095.6,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,19,山 梨 県,Yamanashi-ken,139.9,83,1.51,1.81,0,0,2785,7436.3,0.84,0.36,2.75,3.95,1071,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,20,長 野 県,Nagano-ken,316.5,210,1.27,1.41,1,1,2927,10395.3,0.43,0.43,2.95,3.81,904.9,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,21,岐 阜 県,Gifu-ken,234.6,203,1.27,1.53,0,0,2755,9360.1,0.59,0.54,1.72,2.85,802.8,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,22,静 岡 県,Shizuoka-ken,210.5,370,1.37,1.54,0,0,3316,11114.2,0.38,0.14,2.59,3.11,695.3,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,23,愛 知 県,Aichi-ken,235.3,748,1.53,1.42,0,0,3677,10415.4,0.67,0.29,2.38,3.34,689.3,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,24,三 重 県,Mie-ken,189.3,182,1.47,1.7,0,0,3556,14025.8,0.39,0.17,2.31,2.87,796.6,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,25,滋 賀 県,Shiga-ken,161.4,141,1.76,1.9,0,0,3058,18125.4,0.57,0.21,1.84,2.62,769.2,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,26,京 都 府,Kyoto-fu,55.1,261,2.13,2.14,0,0,2942,10090.2,1.3,0.54,2.53,4.37,832,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,27,大 阪 府,Osaka-fu,114.6,884,1.77,1.74,0,0,3127,5503.9,0.62,0.29,2.58,3.49,770.3,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,28,兵 庫 県,Hyogo-ken,267.5,553,1.59,1.72,0,0,2752,9211.9,0.69,0.31,1.7,2.7,794.2,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,29,奈 良 県,Nara-ken,17.8,136,1.74,2.03,0,0,2494,8517.6,0.81,0.29,2.57,3.67,780.5,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,30,和歌山県,Wakayama-ken,99,96,1.16,1.57,0,0,2738,11341.8,0.31,0.1,2.49,2.9,1094.5,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,31,鳥 取 県,Tottori-ken,51.8,57,1.57,1.84,0,0,2249,12521.2,0.52,0.17,4.19,4.88,1167.4,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,32,島 根 県,Shimane-ken,128,69,1.52,1.72,0,0,2647,11189.7,0.29,0.14,3.02,3.45,1393.3,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,33,岡 山 県,Okayama-ken,276.8,192,1.53,1.59,0,0,2744,10608.4,0.88,0.52,2.91,4.31,833.5,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,34,広 島 県,Hiroshima-ken,329.9,284,1.65,1.75,0,0,3074,9881.2,0.7,0.21,2.81,3.72,801.3,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,35,山 口 県,Yamaguchi-ken,257.4,140,1.56,1.89,0,0,2774,13617.7,0.71,0.36,2.99,4.06,924.4,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,36,徳 島 県,Tokushima-ken,116.1,76,1.25,1.55,0,0,2921,9783.2,0.53,0.4,2.38,3.31,1126.2,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,37,香 川 県,Kagawa-ken,88,98,1.84,1.89,0,0,2925,8816.1,0.41,0.2,2.77,3.38,894.4,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,38,愛 媛 県,Ehime-ken,185.6,139,1.28,1.56,0,0,2535,11928.4,0.36,0.36,2.89,3.61,916.5,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,39,高 知 県,Kochi-ken,97.6,73,1.26,1.58,0,0,2532,11087,0.41,0.27,3.43,4.11,1243.3,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,40,福 岡 県,Fukuoka-ken,145.4,510,1.96,1.89,1,1,2724,16032.9,0.67,0.39,3.35,4.41,820.9,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,41,佐 賀 県,Saga-ken,77.8,83,1.84,2.16,1,1,2412,24054.8,0.24,0.36,3.6,4.2,1037.9,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,42,長 崎 県,Nagasaki-ken,46.2,138,1.66,2.09,0,0,2388,14525.8,0.73,0.15,2.98,3.86,1033.7,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,43,熊 本 県,Kumamoto-ken,111.9,179,1.56,1.78,1,1,2438,19533,0.5,0.11,2.91,3.52,914.9,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,44,大 分 県,Oita-ken,190.6,117,1.58,1.78,0,0,2619,14338.2,0.43,0.43,3.94,4.8,949.7,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,45,宮 崎 県,Miyazaki-ken,194.8,110,1.66,1.97,0,0,2315,17669.4,0.63,0.18,2.99,3.8,1112.8,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,46,鹿児島県,Kagoshima-ken,122.9,165,1.6,1.93,0,0,2384,18891.8,0.36,0.24,2.67,3.27,1027.6,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,47,沖 縄 県,Okinawa-ken,57.3,143,1.77,1.77,0,0,2166,19246.1,0.56,0.14,3.77,4.47,1046.4,,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,北 海 道,Hokkaido,710,535,0.91,1.04,1,1,2589,257916.4,0.69,0.32,3.2,4.21,1065.9,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,2,青 森 県,Aomori-ken,100,129,1.32,1.81,1,1,2462,34010,0.77,0.39,2.24,3.4,1085.6,2010,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,3,岩 手 県,Iwate-ken,299.2,127,1.35,1.65,0,0,2760,22814.3,0.39,0.39,2.84,3.62,1560.5,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,宮 城 県,Miyagi-ken,154.9,233,2.02,2.04,0,0,2987,24546.3,0.6,0.17,2.75,3.52,1221.9,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5,秋 田 県,Akita-ken,203.2,101,1.12,1.56,0,0,2420,30378.4,0.69,0.4,2.38,3.47,1169.8,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6,山 形 県,Yamagata-ken,162.7,111,1.16,1.49,0,0,2677,25830.7,0.54,0.27,1.89,2.7,1051.2,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7,福 島 県,Fukushima-ken,395,190,1.34,1.65,0,0,2941,19007.7,0.42,0.26,2.89,3.57,1780.4,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,8,茨 城 県,Ibaraki-ken,192.7,291,1.55,1.68,0,0,3079,19297.9,0.31,0.1,2.27,2.68,790.2,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,9,栃 木 県,Tochigi-ken,173,197,1.51,1.67,0,0,3481,22400.2,0.46,0.31,3.05,3.82,796.9,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,10,群 馬 県,Gumma-ken,176,197,1.34,1.48,0,0,3145,14156.2,0.66,0.41,3.46,4.53,806,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,11,埼 玉 県,Saitama-ken,138.5,729,2.19,1.97,0,0,2977,11810.9,0.38,0.18,1.47,2.03,572.1,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,12,千 葉 県,Chiba-ken,127.4,624,2.29,2.04,0,0,2920,20164.1,0.43,0.16,1.59,2.18,621.8,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,13,東 京 都,Tokyo-to,49.3,1362,3.03,2.49,0,0,5378,6237.7,1.01,0.28,2.95,4.24,884.7,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,14,神奈川県,Kanagawa-ken,50.9,915,2.25,2.11,0,0,2986,7901.6,0.34,0.16,1.2,1.7,599.8,,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,15,新 潟 県,Niigata-ken,379.5,229,0.93,1.2,1,1,2778,21834.7,0.79,0.22,3.54,4.55,961.1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
